ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
830,الخبر,الخليج للاستشارات الهندسية,2,553799994,admin@gc-eng.com,حي العليا بالخبر شارع فراس ابن النضر,admingc-eng.com
831,الخبر,محمد عبدالرحمن البسام للاستشارات الهندسية,3,503888638,abdulaziz@mabconsult.com.sa,"المملكة العربية السعودية المنطقة الشرقية مدينة الخبر ، الخبر شالمالية شارع الملك خالد",https://www.mabconsult.com.sa/?lang=ar
832,الخبر,برج العرب للإستشارات الهندسية,,552400055,en_maah@yahoo.com,الشارع الرابع حي الثقبة,www.borj.com
833,الخبر,نبيل معروف تركستانى للاستشارات الهندسية,5,594082807,turkistaninm@saudisalwa.com,الخبر - حي العليا - شارع مكة المكرمة - برج العليا الجنوبي - الدور الأول,www.nmtengineering.com
834,الخبر,تفاصيل للاستشارات الهندسية,6,500161000,mulhimadnan@hotmail.com,الخبر الشمالية شارع الملك خالد تقاطع 23,www.details-eng.com
835,الخبر,زكريا عبدالرحمن العبدالقادر للاستشارات الهندسية,2,555923116,z@aaq.com.sa,الراكة الجنوبية- طريق الملك فيصل - برج الوفاء - مكتب رقم 4,www.aaq.com.sa
836,الخبر,الرؤيا للاستشارات الهندسية,,505846322,vado_sa@yahoo.com,طريق الملك فهد,www.vado-eng.com
837,الخبر,فكرة التصميم للاستشارات الهندسية,2,504808084,am@aam.com.sa,شارع الأمير فيصل بن فهد مركز البندرية,www.dconceptsa.com
838,الخبر,عبدالعزيز عبدالكريم الغوينم للاستشارات الهندسية,6,505225106,gh.abdulaziz@gmail.com,البندرية - عمارات المطلق عمارة رقم 1 الدور الأول مكتب 112,www.ghabdulazizalghwainem
839,الخبر,ياسر حمد الربيعه للاستشارات الهندسية,6,504818154,ALRABIAH99@GMAIL.COM,برج النجمة - شارع الامير فيصل بن فهد - حي الحزام الاخضر - الخبر,yaser.yhr.com.sa
840,الخبر,نوره محمد السعود للاستشارات الهندسية,6,501229978,nora_alsaud@hotmail.com,الخبر الشمالية,https://noraengineers.com/
841,الخبر,ديوان الابداع للهندسة المعمارية,5,562225122,Diwan@diwancreat.com,"برج شهد ، طريق الملك سعود ، قرطبة ، الخبر ????? ، السعودية",www.diwancreat.com
842,الخبر,سعدون سعد السعدون وعبدالله سعد السعدون للإستشارات الهندسية,1,504786400,DAR@ALSAADOUN.COM.SA,العام,www.alsaadoun.com
843,الخبر,شركة عثمان راشد العثمان لتقنية المعلومات,4,505819330,sulaiman@cost.com.sa,,
844,الخبر,شركة العثمان مهندسون استشاريون للاستشارات الهندسية,2,504884868,info@othmanconsult.com,,
845,الخبر,الخدمات التكاملية للاستشارات الهندسية,4,599445959,ahmed_k_ot@yahoo.com,طريق الأمير سلطان,ahcec.com
846,الخبر,شركة مشاريع المستقبل للمقاولات العامة شركة شخص واحد,4,568884108,,,
847,الخبر,أفنية للاستشارات الهندسية,3,500127117,info@afniah.com,"شارع القاسم الخوارزمي، حي الراكة الشمالية",www.afniah.com
848,الخبر,عبدالفتاح عبدالهادي المؤمن للاستشارات الهندسية,6,547119212,principal@afm-consultants.com,وحدة 505- مبنى 3194 - شارع الامير فيصل بن فهد - البندرية - الخبر - كود 34424 - رقم اضافي 8555,www.afm-consultants.com
849,الخبر,شركة ناصر مانع وبران وشركاه,2,555898151,info@nmwabran.com,,
850,الخبر,شركة اسيستم و علي الحربي للاستشارات الهندسية,2,553799994,abalharbi@assystem.com,,
851,الخبر,شركة بتيل للاستشارات الهندسية شركة مهنية ذات مسؤولية محدودة,6,506303106,walidotb@hotmail.com,حفر الباطن حي البلدية شارع بن تيمية جنوب امانة حفر الباطن,https://www.linkedin.com/feed/
852,الخبر,اياد عبدالهادي الفضلي للاستشارات الهندسية,1,502031157,elmansy-@hotmail.com,الخبر - حي مدينة العمال,alfadhli.com
853,الخبر,قمة التطوير للاستشارات الهندسية,6,504805962,ceo@tdconsult.com.sa,حي التحلية - طريق الملك خالد - برج البحيرة,tdconsult.com.sa
854,الخبر,مكتب الخبرات الهندسية للاستشارات الهندسية,,509198161,Peo@professionalseng.net,"شارع الملك عبد العزيز تقاطع شارع 27,الخبر الشماليه",www.Professionalseng.net
855,الخبر,ابراهيم بن يوسف بن محمد الحمودى للاستشارات الهندسية,4,568001600,hazar@yiharch.com,البستان,https://yiharch.com/home/
856,الخبر,شركة وليد بن عبدالحميد بن عبدالمجيد الدبيكل للاستشارات الهندسية شركة شخص واحد,5,501044405,walid.dubaikel@gmail.com,طريق الملك سعود - حي النورس,www.amo.com.sa
857,الخبر,الفن الأول للاستشارات الهندسية,6,553333371,just-me-0000@Hotmail.com,شارع الملك خالد,first-art.sa
858,الخبر,تركي مانع آل نصيب للاستشارات الهندسية,,556691010,turki@tmnco.com.sa,الخبر مدينة العمال طريق خادم الحرمين الشريفين,www.tmnco.com.sa
859,الخبر,شركة الابعاد المترامية للتقنية,3,553799994,social@amt-arabia.com,الخبر,https://amt-arabia.net
860,الخبر,محمد بخيت العجمي للاستشارات الهندسية,6,553977887,mba1956@yahoo.com,حى العليا -,www.ajmiconsult.com
861,الخبر,الكثبان للإستشارات الهندسية وادارة المشاريع,1,505875106,ali.ajmi101@gmail.com,,
862,الخبر,فهد عبدالله علي رضا وشركاؤه للاستشارات الهندسية,1,505872554,yosf.mohd@faec-ksa.com,,
863,الخبر,شركة مصادر العربية للإنشاء والمقاولات شركة الشخص الواحد,6,558559999,A7MED470@GMAIL.COM,العزيزيه,https://www.masader.com/company
864,الخبر,ابعاد الابداع للاستشارات المهنية,6,554810000,aba3d@aba3d.com,حي امواج - مجمع لاتيرا بلازا,www.aba3d.com
865,الخبر,شركة البناء العصري للمقاولات شركة الشخص الواحد,6,555094550,,,
866,الخبر,الشركة الاسترالية لتقنية البناء المحدودة,2,505809915,elmansy-@hotmail.com,الخبر - حي مدينة العمال,alfadhli.com
867,الخبر,مثلث الرؤية للاستشارات الهندسية,3,533333520,alotaibih512@gmail.com,حي الخبر الشماليه - شارع 22,http://www.tvecc.com/
868,الخبر,شركة قيادة الجودة للمقاولات العامة (شركة شخص واحد),6,501819999,deadmiral@gmail.com,شارع الامير ماجد,www.lq.com.sa
869,الخبر,مدنيون للاستشارات الهندسية,6,552086527,ibneffat@gmail.com,مكتب 410 برج السلام شارع زيد بن الخطاب حي العليا,madinans.com
870,الخبر,مؤسسة عبدالرحمن عبداللطيف المبارك للمقاولات,6,501350022,almubarakeng@gmail.com,الخبر الشارع الرابع عمارة الطريرى الدور الثالث,http://almubarak-eng.com/
871,الخبر,الفنيون السعوديون للاستشارات الهندسية,6,555855579,5310000569@email.com,مبنى اوتوموتو التجاري,www.satech.com.sa
872,الخبر,شركة قاب الشرق للتجارة والمقاولات,6,506819990,m.mohsen@gulftri.com,,
873,الخبر,مؤسسة مويس جمعان حظاظ المطيري للمقاولات العامة,6,506815519,azeztalaazez@gmail.com,الخبر حي الجسر,www.mg
874,الخبر,شركة دقة للصيانة والنظافة,6,544194056,Abofaraj92@hotmail.com,,
875,الخبر,مؤسسة المهندسون المتحدون للمقاولات,6,505846322,vado_sa@yahoo.com,,
876,الخبر,اعمار الشرق للاستشارات الهندسية,1,531566635,info@emaarconsult.com,الخبر - الخبر الشمالية,www.emaarconsult.com
877,الخبر,شركة تدبير المحدودة (شركة شخص واحد),5,560666600,administration@tadbeir.com,الخبر حي الروابي,none.com
878,الخبر,شركة التعمير والانشاء المحدوده,5,560666600,hshawan@nesaj.com.sa,,none.com
879,الخبر,شركة جيت للمياه المحدودة,1,553888121,,,
880,الخبر,شركة البناء والعمارة للمقاولات العامة,6,559899991,,,
881,الخبر,شركة درجة الحرارة السعودية للمقاولات,6,544007778,m13987456m@hotmail.com,,
882,الخبر,شركة مصدر الينابيع للمقاولات العامه شركة شخص واحد,6,544007778,m13987456m@hotmail.com,,
883,الخبر,شركة بينهاس البناء العصري العالمية شركة الشخص الواحد,5,504884868,,,
884,الخبر,مؤسسة رصد الاستثمار للمقاولات,5,537892228,,,
885,الخبر,سنمار البحار للاستشارات الهندسية,6,500159802,ali@sinemmar.com,مكتب 26- 6919 شارع الأمير تركي- حي الكورنيش 2210- الخبر 34413,www.sinemmar.com
886,الخبر,مؤسسة صرفند للمقاولات,6,566460945,al7arith91@gmail.com,,
887,الخبر,شركة الرسالة التطويرية للخدمات العقارية,3,540009090,,,
888,الخبر,سهم الشمال للاستشارات الهندسية,1,500551959,sultan@sasec.com.sa,,
889,الخبر,عبدالمحسن عبدالرحمن عبدالله سنكي للهندسة المعمارية,6,555501848,A.MEHSENSANKI@GMAIL.COM,الراكة الجنوبية,www.sankidesign.com
890,الخبر,مؤسسة خالد عبدالرحمن المقبل للتطوير العقاري,6,558444222,,,
891,الخبر,دوكس العربية للاستشارات الهندسية,6,505370494,mohammed.umran9@gmail.com,الخبر,https://energy-environment-advisory-enterprise-green-energy-supplier.business.site/
892,الخبر,مؤسسة ناس العالمية للمقاولات العامه,6,505861063,,,
893,الخبر,القطر الذهبي للاستشارات الهندسية,6,505352502,eng.zaid2030@gmail.com,الطائف,https://www.minaa.com/ar-sa
894,الخبر,البعد الحديث للاستشارات الهندسية,6,504806905,info@moderndimension.sa,مكتب رقم 109 - مبنىالجزيرة - العقربية - شارع الأمير حمود - الخبر 34446,https://www.moderndimension.sa/
895,الخبر,روابي العربية للاستشارات الهندسية,6,546988883,rawabiar21@gmail.com,الخبر,www.rawabiar.com
896,الخبر,مؤسسة فهد فاروق بن عبدالعزيز الدليقان للمقاولات,6,555088525,,,
897,الخبر,شركة شرق الانجاز للمقاولات العامة,6,541330679,,,
898,الخبر,شركة جوهر الريادة للمقاولات العامة,6,506822668,asimmfq@gmail.com,,
899,الخبر,مصافي الاستشارات الهندسية,5,569122950,direng@masafico.com,"الخبر، حي الكونيش، شارع الامير تركي",http://masafiec.com
900,الخبر,سامي ابراهيم عبدالله السند للاستشارات الهندسية,6,533271345,ibrahim.sanad@live.com,الخبر العقربية,ibrahim.sanad
